,idx,image,object_count,color,shape,material,color_shape,color_material,shape_material,color_shape_material,size,all
4624,4624,f031aca068979d3d4c3608ee401c8ee0.png,5,"['cyan', 'blue', 'gray', 'cyan', 'red']","['cylinder', 'sphere', 'cube', 'cube', 'sphere']","['rubber', 'rubber', 'rubber', 'rubber', 'metal']","['cyan_cylinder', 'blue_sphere', 'gray_cube', 'cyan_cube', 'red_sphere']","['cyan_rubber', 'blue_rubber', 'gray_rubber', 'cyan_rubber', 'red_metal']","['cylinder_rubber', 'sphere_rubber', 'cube_rubber', 'cube_rubber', 'sphere_metal']","['cyan_cylinder_rubber', 'blue_sphere_rubber', 'gray_cube_rubber', 'cyan_cube_rubber', 'red_sphere_metal']","[0.701, 0.7, 0.351, 0.351, 0.7]","['cyan', 'blue', 'gray', 'cyan', 'red', 'cylinder', 'sphere', 'cube', 'cube', 'sphere', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'cyan_cylinder', 'blue_sphere', 'gray_cube', 'cyan_cube', 'red_sphere', 'cylinder_rubber', 'sphere_rubber', 'cube_rubber', 'cube_rubber', 'sphere_metal', 'cyan_rubber', 'blue_rubber', 'gray_rubber', 'cyan_rubber', 'red_metal', 'cyan_cylinder_rubber', 'blue_sphere_rubber', 'gray_cube_rubber', 'cyan_cube_rubber', 'red_sphere_metal']"
4625,4625,a43f1b990c7f27d4ff8ab162ece99512.png,5,"['purple', 'blue', 'brown', 'gray', 'green']","['cube', 'cylinder', 'cone', 'cube', 'cube']","['metal', 'rubber', 'metal', 'rubber', 'rubber']","['purple_cube', 'blue_cylinder', 'brown_cone', 'gray_cube', 'green_cube']","['purple_metal', 'blue_rubber', 'brown_metal', 'gray_rubber', 'green_rubber']","['cube_metal', 'cylinder_rubber', 'cone_metal', 'cube_rubber', 'cube_rubber']","['purple_cube_metal', 'blue_cylinder_rubber', 'brown_cone_metal', 'gray_cube_rubber', 'green_cube_rubber']","[0.7, 0.351, 0.351, 0.7, 0.7]","['purple', 'blue', 'brown', 'gray', 'green', 'cube', 'cylinder', 'cone', 'cube', 'cube', 'metal', 'rubber', 'metal', 'rubber', 'rubber', 'purple_cube', 'blue_cylinder', 'brown_cone', 'gray_cube', 'green_cube', 'cube_metal', 'cylinder_rubber', 'cone_metal', 'cube_rubber', 'cube_rubber', 'purple_metal', 'blue_rubber', 'brown_metal', 'gray_rubber', 'green_rubber', 'purple_cube_metal', 'blue_cylinder_rubber', 'brown_cone_metal', 'gray_cube_rubber', 'green_cube_rubber']"
4626,4626,1fbfd14134bf0e140326051313bcff5d.png,3,"['red', 'brown', 'yellow']","['cylinder', 'cube', 'sphere']","['metal', 'metal', 'rubber']","['red_cylinder', 'brown_cube', 'yellow_sphere']","['red_metal', 'brown_metal', 'yellow_rubber']","['cylinder_metal', 'cube_metal', 'sphere_rubber']","['red_cylinder_metal', 'brown_cube_metal', 'yellow_sphere_rubber']","[0.351, 0.351, 0.351]","['red', 'brown', 'yellow', 'cylinder', 'cube', 'sphere', 'metal', 'metal', 'rubber', 'red_cylinder', 'brown_cube', 'yellow_sphere', 'cylinder_metal', 'cube_metal', 'sphere_rubber', 'red_metal', 'brown_metal', 'yellow_rubber', 'red_cylinder_metal', 'brown_cube_metal', 'yellow_sphere_rubber']"
4627,4627,cfd29d3436aaa1a95c7a0a4185989c11.png,4,"['cyan', 'red', 'purple', 'brown']","['cylinder', 'sphere', 'cube', 'cone']","['metal', 'metal', 'metal', 'metal']","['cyan_cylinder', 'red_sphere', 'purple_cube', 'brown_cone']","['cyan_metal', 'red_metal', 'purple_metal', 'brown_metal']","['cylinder_metal', 'sphere_metal', 'cube_metal', 'cone_metal']","['cyan_cylinder_metal', 'red_sphere_metal', 'purple_cube_metal', 'brown_cone_metal']","[0.351, 0.351, 0.351, 0.7]","['cyan', 'red', 'purple', 'brown', 'cylinder', 'sphere', 'cube', 'cone', 'metal', 'metal', 'metal', 'metal', 'cyan_cylinder', 'red_sphere', 'purple_cube', 'brown_cone', 'cylinder_metal', 'sphere_metal', 'cube_metal', 'cone_metal', 'cyan_metal', 'red_metal', 'purple_metal', 'brown_metal', 'cyan_cylinder_metal', 'red_sphere_metal', 'purple_cube_metal', 'brown_cone_metal']"
4628,4628,6ff6274b6732da3f14f1b3b076456d91.png,9,"['red', 'gray', 'green', 'brown', 'brown', 'blue', 'purple', 'green', 'cyan']","['cylinder', 'sphere', 'cylinder', 'cylinder', 'cylinder', 'cube', 'cylinder', 'cylinder', 'cylinder']","['rubber', 'metal', 'rubber', 'rubber', 'rubber', 'rubber', 'rubber', 'rubber', 'metal']","['red_cylinder', 'gray_sphere', 'green_cylinder', 'brown_cylinder', 'brown_cylinder', 'blue_cube', 'purple_cylinder', 'green_cylinder', 'cyan_cylinder']","['red_rubber', 'gray_metal', 'green_rubber', 'brown_rubber', 'brown_rubber', 'blue_rubber', 'purple_rubber', 'green_rubber', 'cyan_metal']","['cylinder_rubber', 'sphere_metal', 'cylinder_rubber', 'cylinder_rubber', 'cylinder_rubber', 'cube_rubber', 'cylinder_rubber', 'cylinder_rubber', 'cylinder_metal']","['red_cylinder_rubber', 'gray_sphere_metal', 'green_cylinder_rubber', 'brown_cylinder_rubber', 'brown_cylinder_rubber', 'blue_cube_rubber', 'purple_cylinder_rubber', 'green_cylinder_rubber', 'cyan_cylinder_metal']","[0.7, 0.351, 0.7, 0.351, 0.351, 0.701, 0.351, 0.7, 0.7]","['red', 'gray', 'green', 'brown', 'brown', 'blue', 'purple', 'green', 'cyan', 'cylinder', 'sphere', 'cylinder', 'cylinder', 'cylinder', 'cube', 'cylinder', 'cylinder', 'cylinder', 'rubber', 'metal', 'rubber', 'rubber', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'red_cylinder', 'gray_sphere', 'green_cylinder', 'brown_cylinder', 'brown_cylinder', 'blue_cube', 'purple_cylinder', 'green_cylinder', 'cyan_cylinder', 'cylinder_rubber', 'sphere_metal', 'cylinder_rubber', 'cylinder_rubber', 'cylinder_rubber', 'cube_rubber', 'cylinder_rubber', 'cylinder_rubber', 'cylinder_metal', 'red_rubber', 'gray_metal', 'green_rubber', 'brown_rubber', 'brown_rubber', 'blue_rubber', 'purple_rubber', 'green_rubber', 'cyan_metal', 'red_cylinder_rubber', 'gray_sphere_metal', 'green_cylinder_rubber', 'brown_cylinder_rubber', 'brown_cylinder_rubber', 'blue_cube_rubber', 'purple_cylinder_rubber', 'green_cylinder_rubber', 'cyan_cylinder_metal']"
4629,4629,cf8247643981bdddf2f811c4432b66a8.png,8,"['yellow', 'purple', 'purple', 'brown', 'red', 'purple', 'cyan', 'gray']","['cube', 'sphere', 'cylinder', 'cube', 'cube', 'cube', 'cone', 'cylinder']","['rubber', 'metal', 'metal', 'metal', 'metal', 'rubber', 'metal', 'metal']","['yellow_cube', 'purple_sphere', 'purple_cylinder', 'brown_cube', 'red_cube', 'purple_cube', 'cyan_cone', 'gray_cylinder']","['yellow_rubber', 'purple_metal', 'purple_metal', 'brown_metal', 'red_metal', 'purple_rubber', 'cyan_metal', 'gray_metal']","['cube_rubber', 'sphere_metal', 'cylinder_metal', 'cube_metal', 'cube_metal', 'cube_rubber', 'cone_metal', 'cylinder_metal']","['yellow_cube_rubber', 'purple_sphere_metal', 'purple_cylinder_metal', 'brown_cube_metal', 'red_cube_metal', 'purple_cube_rubber', 'cyan_cone_metal', 'gray_cylinder_metal']","[0.7, 0.351, 0.351, 0.351, 0.7, 0.7, 0.7, 0.351]","['yellow', 'purple', 'purple', 'brown', 'red', 'purple', 'cyan', 'gray', 'cube', 'sphere', 'cylinder', 'cube', 'cube', 'cube', 'cone', 'cylinder', 'rubber', 'metal', 'metal', 'metal', 'metal', 'rubber', 'metal', 'metal', 'yellow_cube', 'purple_sphere', 'purple_cylinder', 'brown_cube', 'red_cube', 'purple_cube', 'cyan_cone', 'gray_cylinder', 'cube_rubber', 'sphere_metal', 'cylinder_metal', 'cube_metal', 'cube_metal', 'cube_rubber', 'cone_metal', 'cylinder_metal', 'yellow_rubber', 'purple_metal', 'purple_metal', 'brown_metal', 'red_metal', 'purple_rubber', 'cyan_metal', 'gray_metal', 'yellow_cube_rubber', 'purple_sphere_metal', 'purple_cylinder_metal', 'brown_cube_metal', 'red_cube_metal', 'purple_cube_rubber', 'cyan_cone_metal', 'gray_cylinder_metal']"
4630,4630,d62e6fb5617dd77a305be9ae1d236d21.png,3,"['purple', 'gray', 'brown']","['cube', 'sphere', 'cylinder']","['metal', 'metal', 'rubber']","['purple_cube', 'gray_sphere', 'brown_cylinder']","['purple_metal', 'gray_metal', 'brown_rubber']","['cube_metal', 'sphere_metal', 'cylinder_rubber']","['purple_cube_metal', 'gray_sphere_metal', 'brown_cylinder_rubber']","[0.7, 0.351, 0.351]","['purple', 'gray', 'brown', 'cube', 'sphere', 'cylinder', 'metal', 'metal', 'rubber', 'purple_cube', 'gray_sphere', 'brown_cylinder', 'cube_metal', 'sphere_metal', 'cylinder_rubber', 'purple_metal', 'gray_metal', 'brown_rubber', 'purple_cube_metal', 'gray_sphere_metal', 'brown_cylinder_rubber']"
4631,4631,0c28e3218f7bf0d9aa7d28ab859d08c1.png,4,"['green', 'red', 'cyan', 'yellow']","['cone', 'cube', 'sphere', 'sphere']","['metal', 'metal', 'rubber', 'rubber']","['green_cone', 'red_cube', 'cyan_sphere', 'yellow_sphere']","['green_metal', 'red_metal', 'cyan_rubber', 'yellow_rubber']","['cone_metal', 'cube_metal', 'sphere_rubber', 'sphere_rubber']","['green_cone_metal', 'red_cube_metal', 'cyan_sphere_rubber', 'yellow_sphere_rubber']","[0.7, 0.351, 0.701, 0.351]","['green', 'red', 'cyan', 'yellow', 'cone', 'cube', 'sphere', 'sphere', 'metal', 'metal', 'rubber', 'rubber', 'green_cone', 'red_cube', 'cyan_sphere', 'yellow_sphere', 'cone_metal', 'cube_metal', 'sphere_rubber', 'sphere_rubber', 'green_metal', 'red_metal', 'cyan_rubber', 'yellow_rubber', 'green_cone_metal', 'red_cube_metal', 'cyan_sphere_rubber', 'yellow_sphere_rubber']"
4632,4632,1cef51bf443913acea5bb3bd1f67955b.png,3,"['gray', 'cyan', 'red']","['cube', 'cylinder', 'sphere']","['metal', 'metal', 'metal']","['gray_cube', 'cyan_cylinder', 'red_sphere']","['gray_metal', 'cyan_metal', 'red_metal']","['cube_metal', 'cylinder_metal', 'sphere_metal']","['gray_cube_metal', 'cyan_cylinder_metal', 'red_sphere_metal']","[0.7, 0.7, 0.351]","['gray', 'cyan', 'red', 'cube', 'cylinder', 'sphere', 'metal', 'metal', 'metal', 'gray_cube', 'cyan_cylinder', 'red_sphere', 'cube_metal', 'cylinder_metal', 'sphere_metal', 'gray_metal', 'cyan_metal', 'red_metal', 'gray_cube_metal', 'cyan_cylinder_metal', 'red_sphere_metal']"
4633,4633,11538375aacb25beba02db9352d26d02.png,7,"['yellow', 'green', 'cyan', 'blue', 'cyan', 'cyan', 'red']","['sphere', 'sphere', 'cylinder', 'cube', 'cube', 'cube', 'cube']","['rubber', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'rubber']","['yellow_sphere', 'green_sphere', 'cyan_cylinder', 'blue_cube', 'cyan_cube', 'cyan_cube', 'red_cube']","['yellow_rubber', 'green_rubber', 'cyan_rubber', 'blue_rubber', 'cyan_rubber', 'cyan_metal', 'red_rubber']","['sphere_rubber', 'sphere_rubber', 'cylinder_rubber', 'cube_rubber', 'cube_rubber', 'cube_metal', 'cube_rubber']","['yellow_sphere_rubber', 'green_sphere_rubber', 'cyan_cylinder_rubber', 'blue_cube_rubber', 'cyan_cube_rubber', 'cyan_cube_metal', 'red_cube_rubber']","[0.7, 0.7, 0.351, 0.7, 0.351, 0.351, 0.701]","['yellow', 'green', 'cyan', 'blue', 'cyan', 'cyan', 'red', 'sphere', 'sphere', 'cylinder', 'cube', 'cube', 'cube', 'cube', 'rubber', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'yellow_sphere', 'green_sphere', 'cyan_cylinder', 'blue_cube', 'cyan_cube', 'cyan_cube', 'red_cube', 'sphere_rubber', 'sphere_rubber', 'cylinder_rubber', 'cube_rubber', 'cube_rubber', 'cube_metal', 'cube_rubber', 'yellow_rubber', 'green_rubber', 'cyan_rubber', 'blue_rubber', 'cyan_rubber', 'cyan_metal', 'red_rubber', 'yellow_sphere_rubber', 'green_sphere_rubber', 'cyan_cylinder_rubber', 'blue_cube_rubber', 'cyan_cube_rubber', 'cyan_cube_metal', 'red_cube_rubber']"
4634,4634,d286ebe11359b7648801e90a8142d2dd.png,7,"['green', 'purple', 'brown', 'gray', 'blue', 'yellow', 'red']","['sphere', 'cube', 'sphere', 'cylinder', 'sphere', 'cube', 'sphere']","['rubber', 'metal', 'rubber', 'rubber', 'rubber', 'rubber', 'metal']","['green_sphere', 'purple_cube', 'brown_sphere', 'gray_cylinder', 'blue_sphere', 'yellow_cube', 'red_sphere']","['green_rubber', 'purple_metal', 'brown_rubber', 'gray_rubber', 'blue_rubber', 'yellow_rubber', 'red_metal']","['sphere_rubber', 'cube_metal', 'sphere_rubber', 'cylinder_rubber', 'sphere_rubber', 'cube_rubber', 'sphere_metal']","['green_sphere_rubber', 'purple_cube_metal', 'brown_sphere_rubber', 'gray_cylinder_rubber', 'blue_sphere_rubber', 'yellow_cube_rubber', 'red_sphere_metal']","[0.7, 0.351, 0.351, 0.7, 0.7, 0.7, 0.7]","['green', 'purple', 'brown', 'gray', 'blue', 'yellow', 'red', 'sphere', 'cube', 'sphere', 'cylinder', 'sphere', 'cube', 'sphere', 'rubber', 'metal', 'rubber', 'rubber', 'rubber', 'rubber', 'metal', 'green_sphere', 'purple_cube', 'brown_sphere', 'gray_cylinder', 'blue_sphere', 'yellow_cube', 'red_sphere', 'sphere_rubber', 'cube_metal', 'sphere_rubber', 'cylinder_rubber', 'sphere_rubber', 'cube_rubber', 'sphere_metal', 'green_rubber', 'purple_metal', 'brown_rubber', 'gray_rubber', 'blue_rubber', 'yellow_rubber', 'red_metal', 'green_sphere_rubber', 'purple_cube_metal', 'brown_sphere_rubber', 'gray_cylinder_rubber', 'blue_sphere_rubber', 'yellow_cube_rubber', 'red_sphere_metal']"
4635,4635,9d51b18b4b6a1615aec27cd91f8a97b7.png,4,"['yellow', 'brown', 'blue', 'green']","['cylinder', 'cube', 'sphere', 'sphere']","['rubber', 'rubber', 'metal', 'metal']","['yellow_cylinder', 'brown_cube', 'blue_sphere', 'green_sphere']","['yellow_rubber', 'brown_rubber', 'blue_metal', 'green_metal']","['cylinder_rubber', 'cube_rubber', 'sphere_metal', 'sphere_metal']","['yellow_cylinder_rubber', 'brown_cube_rubber', 'blue_sphere_metal', 'green_sphere_metal']","[0.351, 0.7, 0.7, 0.7]","['yellow', 'brown', 'blue', 'green', 'cylinder', 'cube', 'sphere', 'sphere', 'rubber', 'rubber', 'metal', 'metal', 'yellow_cylinder', 'brown_cube', 'blue_sphere', 'green_sphere', 'cylinder_rubber', 'cube_rubber', 'sphere_metal', 'sphere_metal', 'yellow_rubber', 'brown_rubber', 'blue_metal', 'green_metal', 'yellow_cylinder_rubber', 'brown_cube_rubber', 'blue_sphere_metal', 'green_sphere_metal']"
4636,4636,9bffa60d42d5a8964b0697c9c64f6dca.png,6,"['red', 'green', 'gray', 'cyan', 'yellow', 'brown']","['cylinder', 'cube', 'cube', 'cylinder', 'cube', 'sphere']","['rubber', 'metal', 'rubber', 'rubber', 'metal', 'metal']","['red_cylinder', 'green_cube', 'gray_cube', 'cyan_cylinder', 'yellow_cube', 'brown_sphere']","['red_rubber', 'green_metal', 'gray_rubber', 'cyan_rubber', 'yellow_metal', 'brown_metal']","['cylinder_rubber', 'cube_metal', 'cube_rubber', 'cylinder_rubber', 'cube_metal', 'sphere_metal']","['red_cylinder_rubber', 'green_cube_metal', 'gray_cube_rubber', 'cyan_cylinder_rubber', 'yellow_cube_metal', 'brown_sphere_metal']","[0.351, 0.351, 0.701, 0.351, 0.701, 0.351]","['red', 'green', 'gray', 'cyan', 'yellow', 'brown', 'cylinder', 'cube', 'cube', 'cylinder', 'cube', 'sphere', 'rubber', 'metal', 'rubber', 'rubber', 'metal', 'metal', 'red_cylinder', 'green_cube', 'gray_cube', 'cyan_cylinder', 'yellow_cube', 'brown_sphere', 'cylinder_rubber', 'cube_metal', 'cube_rubber', 'cylinder_rubber', 'cube_metal', 'sphere_metal', 'red_rubber', 'green_metal', 'gray_rubber', 'cyan_rubber', 'yellow_metal', 'brown_metal', 'red_cylinder_rubber', 'green_cube_metal', 'gray_cube_rubber', 'cyan_cylinder_rubber', 'yellow_cube_metal', 'brown_sphere_metal']"
4637,4637,6830bb1cf415b975756eda0f0865e77a.png,8,"['red', 'yellow', 'gray', 'brown', 'blue', 'gray', 'gray', 'cyan']","['cube', 'cube', 'sphere', 'cube', 'cone', 'cylinder', 'cube', 'cube']","['metal', 'metal', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'rubber']","['red_cube', 'yellow_cube', 'gray_sphere', 'brown_cube', 'blue_cone', 'gray_cylinder', 'gray_cube', 'cyan_cube']","['red_metal', 'yellow_metal', 'gray_rubber', 'brown_rubber', 'blue_rubber', 'gray_metal', 'gray_rubber', 'cyan_rubber']","['cube_metal', 'cube_metal', 'sphere_rubber', 'cube_rubber', 'cone_rubber', 'cylinder_metal', 'cube_rubber', 'cube_rubber']","['red_cube_metal', 'yellow_cube_metal', 'gray_sphere_rubber', 'brown_cube_rubber', 'blue_cone_rubber', 'gray_cylinder_metal', 'gray_cube_rubber', 'cyan_cube_rubber']","[0.701, 0.7, 0.351, 0.351, 0.701, 0.351, 0.7, 0.701]","['red', 'yellow', 'gray', 'brown', 'blue', 'gray', 'gray', 'cyan', 'cube', 'cube', 'sphere', 'cube', 'cone', 'cylinder', 'cube', 'cube', 'metal', 'metal', 'rubber', 'rubber', 'rubber', 'metal', 'rubber', 'rubber', 'red_cube', 'yellow_cube', 'gray_sphere', 'brown_cube', 'blue_cone', 'gray_cylinder', 'gray_cube', 'cyan_cube', 'cube_metal', 'cube_metal', 'sphere_rubber', 'cube_rubber', 'cone_rubber', 'cylinder_metal', 'cube_rubber', 'cube_rubber', 'red_metal', 'yellow_metal', 'gray_rubber', 'brown_rubber', 'blue_rubber', 'gray_metal', 'gray_rubber', 'cyan_rubber', 'red_cube_metal', 'yellow_cube_metal', 'gray_sphere_rubber', 'brown_cube_rubber', 'blue_cone_rubber', 'gray_cylinder_metal', 'gray_cube_rubber', 'cyan_cube_rubber']"
4638,4638,ebce6396470a8b7df9ca11e844475771.png,8,"['brown', 'purple', 'blue', 'red', 'blue', 'green', 'yellow', 'gray']","['sphere', 'cylinder', 'sphere', 'cylinder', 'cylinder', 'cube', 'sphere', 'cone']","['rubber', 'metal', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'metal']","['brown_sphere', 'purple_cylinder', 'blue_sphere', 'red_cylinder', 'blue_cylinder', 'green_cube', 'yellow_sphere', 'gray_cone']","['brown_rubber', 'purple_metal', 'blue_rubber', 'red_metal', 'blue_rubber', 'green_metal', 'yellow_metal', 'gray_metal']","['sphere_rubber', 'cylinder_metal', 'sphere_rubber', 'cylinder_metal', 'cylinder_rubber', 'cube_metal', 'sphere_metal', 'cone_metal']","['brown_sphere_rubber', 'purple_cylinder_metal', 'blue_sphere_rubber', 'red_cylinder_metal', 'blue_cylinder_rubber', 'green_cube_metal', 'yellow_sphere_metal', 'gray_cone_metal']","[0.7, 0.7, 0.701, 0.351, 0.351, 0.7, 0.7, 0.351]","['brown', 'purple', 'blue', 'red', 'blue', 'green', 'yellow', 'gray', 'sphere', 'cylinder', 'sphere', 'cylinder', 'cylinder', 'cube', 'sphere', 'cone', 'rubber', 'metal', 'rubber', 'metal', 'rubber', 'metal', 'metal', 'metal', 'brown_sphere', 'purple_cylinder', 'blue_sphere', 'red_cylinder', 'blue_cylinder', 'green_cube', 'yellow_sphere', 'gray_cone', 'sphere_rubber', 'cylinder_metal', 'sphere_rubber', 'cylinder_metal', 'cylinder_rubber', 'cube_metal', 'sphere_metal', 'cone_metal', 'brown_rubber', 'purple_metal', 'blue_rubber', 'red_metal', 'blue_rubber', 'green_metal', 'yellow_metal', 'gray_metal', 'brown_sphere_rubber', 'purple_cylinder_metal', 'blue_sphere_rubber', 'red_cylinder_metal', 'blue_cylinder_rubber', 'green_cube_metal', 'yellow_sphere_metal', 'gray_cone_metal']"
4639,4639,6db87c8a7e0d31c821a518a8c621ae30.png,10,"['blue', 'brown', 'yellow', 'gray', 'yellow', 'red', 'purple', 'brown', 'cyan', 'gray']","['cone', 'cube', 'sphere', 'cube', 'sphere', 'sphere', 'sphere', 'cube', 'cube', 'cylinder']","['rubber', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal']","['blue_cone', 'brown_cube', 'yellow_sphere', 'gray_cube', 'yellow_sphere', 'red_sphere', 'purple_sphere', 'brown_cube', 'cyan_cube', 'gray_cylinder']","['blue_rubber', 'brown_rubber', 'yellow_rubber', 'gray_metal', 'yellow_metal', 'red_metal', 'purple_metal', 'brown_metal', 'cyan_metal', 'gray_metal']","['cone_rubber', 'cube_rubber', 'sphere_rubber', 'cube_metal', 'sphere_metal', 'sphere_metal', 'sphere_metal', 'cube_metal', 'cube_metal', 'cylinder_metal']","['blue_cone_rubber', 'brown_cube_rubber', 'yellow_sphere_rubber', 'gray_cube_metal', 'yellow_sphere_metal', 'red_sphere_metal', 'purple_sphere_metal', 'brown_cube_metal', 'cyan_cube_metal', 'gray_cylinder_metal']","[0.7, 0.701, 0.7, 0.351, 0.351, 0.351, 0.351, 0.7, 0.7, 0.701]","['blue', 'brown', 'yellow', 'gray', 'yellow', 'red', 'purple', 'brown', 'cyan', 'gray', 'cone', 'cube', 'sphere', 'cube', 'sphere', 'sphere', 'sphere', 'cube', 'cube', 'cylinder', 'rubber', 'rubber', 'rubber', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal', 'metal', 'blue_cone', 'brown_cube', 'yellow_sphere', 'gray_cube', 'yellow_sphere', 'red_sphere', 'purple_sphere', 'brown_cube', 'cyan_cube', 'gray_cylinder', 'cone_rubber', 'cube_rubber', 'sphere_rubber', 'cube_metal', 'sphere_metal', 'sphere_metal', 'sphere_metal', 'cube_metal', 'cube_metal', 'cylinder_metal', 'blue_rubber', 'brown_rubber', 'yellow_rubber', 'gray_metal', 'yellow_metal', 'red_metal', 'purple_metal', 'brown_metal', 'cyan_metal', 'gray_metal', 'blue_cone_rubber', 'brown_cube_rubber', 'yellow_sphere_rubber', 'gray_cube_metal', 'yellow_sphere_metal', 'red_sphere_metal', 'purple_sphere_metal', 'brown_cube_metal', 'cyan_cube_metal', 'gray_cylinder_metal']"
4640,4640,06a4701244fcbf5eb8c6064d5561908b.png,6,"['purple', 'blue', 'gray', 'blue', 'green', 'yellow']","['cylinder', 'cone', 'cube', 'sphere', 'sphere', 'cube']","['metal', 'rubber', 'metal', 'metal', 'rubber', 'rubber']","['purple_cylinder', 'blue_cone', 'gray_cube', 'blue_sphere', 'green_sphere', 'yellow_cube']","['purple_metal', 'blue_rubber', 'gray_metal', 'blue_metal', 'green_rubber', 'yellow_rubber']","['cylinder_metal', 'cone_rubber', 'cube_metal', 'sphere_metal', 'sphere_rubber', 'cube_rubber']","['purple_cylinder_metal', 'blue_cone_rubber', 'gray_cube_metal', 'blue_sphere_metal', 'green_sphere_rubber', 'yellow_cube_rubber']","[0.351, 0.7, 0.701, 0.7, 0.351, 0.7]","['purple', 'blue', 'gray', 'blue', 'green', 'yellow', 'cylinder', 'cone', 'cube', 'sphere', 'sphere', 'cube', 'metal', 'rubber', 'metal', 'metal', 'rubber', 'rubber', 'purple_cylinder', 'blue_cone', 'gray_cube', 'blue_sphere', 'green_sphere', 'yellow_cube', 'cylinder_metal', 'cone_rubber', 'cube_metal', 'sphere_metal', 'sphere_rubber', 'cube_rubber', 'purple_metal', 'blue_rubber', 'gray_metal', 'blue_metal', 'green_rubber', 'yellow_rubber', 'purple_cylinder_metal', 'blue_cone_rubber', 'gray_cube_metal', 'blue_sphere_metal', 'green_sphere_rubber', 'yellow_cube_rubber']"
